CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL,TELEFONO_1,TELEFONO_2
00-12-0125-46,01-211,GUATEMALA,ZONA 12,COLEGIO MIXTO CIENCIA Y ARTE,8 CALLE 16-30 ZONA 12 GUATEMALA,ADRIANA FABIOLA BOLAÑOS ESTRADA,ROSIDALIA MARMITA OROZCO OROZCO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,VIRTUAL A DISTANCIA,GUATEMALA SUR,24755456,
00-12-0127-46,01-211,GUATEMALA,ZONA 12,COLEGIO MIXTO CIENCIA Y ARTE,8 CALLE 16-30 ZONA 12 GUATEMALA,ADRIANA FABIOLA BOLAÑOS ESTRADA,ROSIDALIA MARMITA OROZCO OROZCO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,VIRTUAL A DISTANCIA,GUATEMALA SUR,24755455,
00-12-0131-46,01-641,GUATEMALA,ZONA 12,COLEGIO IMB-PC,"CALZADA RAUL AGUILAR BATRÉS 29-41 Y 1A. AVENIDA 29-26, COLONIA EL CARMEN",MILTON ALONSO ALVAREZ FUENTES,JOSELIN CRISTINA MEJIA GONZÁLEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,A DISTANCIA,GUATEMALA SUR,23045800,
00-12-0132-46,01-640,GUATEMALA,ZONA 12,CENTRO DE EDUCACION EXTRAESCOLAR MODALIDADES FLEXIBLES CEEX-DEPARTAMENTAL,"AVENIDA PETAPA 47-79, ZONA 12",ELISEO DANIEL ALVAREZ NATARENO,IRMA DAMARIS ESCOBAR GARCIA,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,SEMIPRESENCIAL,GUATEMALA SUR,41993137,
00-12-0135-46,01-641,GUATEMALA,ZONA 12,LICEO CANADIENSE SOCIEDAD ANONIMA,DIAGONAL 19 40-54,MILTON ALONSO ALVAREZ FUENTES,ROSAURA GUDIEL ROSALES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA SUR,23750070,
00-12-0137-46,01-641,GUATEMALA,ZONA 12,LICEO CANADIENSE SUR,CALZADA AGUILAR BATRES 30-67,MILTON ALONSO ALVAREZ FUENTES,MARLON ANTONIO SOLARES SÁNCHEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA SUR,23750057,
00-12-0139-46,01-641,GUATEMALA,ZONA 12,COLEGIO DE INFORMATICA IMB-PC NO. 2,AVENIDA PETAPA 30-64,MILTON ALONSO ALVAREZ FUENTES,BRENDA FELICITA BOBADILLA ROCA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA SUR,58034917,
00-12-0140-46,01-211,GUATEMALA,ZONA 12,COLEGIO PARROQUIAL PADRE ELOY SUAREZ COBIAN,26 CALLE 7-10,ADRIANA FABIOLA BOLAÑOS ESTRADA,MASSIEL ZAVALA CASTRO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR,24770712,
00-12-0141-46,01-641,GUATEMALA,ZONA 12,COLEGIO BILINGUE DE COMPUTACION C.B.C. EL CARMEN,31 CALLE 00-52 COLONIA EL CARMEN,MILTON ALONSO ALVAREZ FUENTES,GLENNDA IVONNE ESCOBAR MORALES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA SUR,24762418,
00-12-0143-46,01-641,GUATEMALA,ZONA 12,LICEO SIN FRONTERAS GUATEMALA,4A. AVENIDA 11-52 COLONIA LA REFORMITA,MILTON ALONSO ALVAREZ FUENTES,LUISA FERNANDA FAJARDO MARMOL,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA SUR,36083900,
00-12-0145-46,01-641,GUATEMALA,ZONA 12,INSTITUTO NACIONAL DE EDUCACION BASICA Y BACHILLERATO EN CIENCIAS Y LETRAS POR MADUREZ LICDA. MATILDE ROUGE,BOULEVARD LIBERACION 13-19,MILTON ALONSO ALVAREZ FUENTES,JOSE LUIS OROZCO MIRANDA,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA SUR,42299311,
00-12-0147-46,01-641,GUATEMALA,ZONA 12,INSTITUTO NACIONAL DE EDUCACION BASICA Y BACHILLERATO EN CIENCIAS Y LETRAS POR MADUREZ LICDA. MATILDE ROUGE,BOULEVARD LIBERACION 13-19,MILTON ALONSO ALVAREZ FUENTES,JOSE LUIS OROZCO MIRANDA,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),GUATEMALA SUR,44652813,
00-12-0151-46,01-641,GUATEMALA,ZONA 12,COLEGIO MIXTO CIENCIA Y ARTE,8A. CALLE 16-30,MILTON ALONSO ALVAREZ FUENTES,ALMA ALICIA OROZCO Y ORÓZCO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,A DISTANCIA,GUATEMALA SUR,24755455,
00-12-0153-46,01-641,GUATEMALA,ZONA 12,COLEGIO MIXTO VALLE REAL,"11A. AVENIDA 30-63, SANTA ROSA II",MILTON ALONSO ALVAREZ FUENTES,GLADYS GENOVEVA TEJEDA SOLARES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA SUR,24333333,
00-12-0155-46,01-411,GUATEMALA,ZONA 12,INSTITUTO DE EDUCACION A DISTANCIA LA ESCUELA EN SU CASA,"21A. AVENIDA 33-58,COLONIA SANTA ELISA",JUAN ENRIQUE MARTINEZ SOLANO,ISABEL CRISTINA BALCAZAR VÁSQUEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,A DISTANCIA,GUATEMALA SUR,23873100,
00-12-0156-46,01-641,GUATEMALA,ZONA 12,COLEGIO IMB-PC,CALZADA AGUILAR BATRES 29-41 Y 1A. AVENIDA 29-26 COLONIA EL CARMEN,MILTON ALONSO ALVAREZ FUENTES,JOSELIN CRISTINA MEJIA GONZÁLEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA SUR,23045800,
00-12-0158-46,01-641,GUATEMALA,ZONA 12,COLEGIO MIXTO CIENCIA Y ARTE,8A. CALLE 16-30 ZONA 12,MILTON ALONSO ALVAREZ FUENTES,ROSIDALIA MARMITA OROZCO OROZCO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),GUATEMALA SUR,24755455,
00-12-0160-46,01-641,GUATEMALA,ZONA 12,LICEO COMPUTEX,"5A. AVENIDA 21-77, LA REFORMITA",MILTON ALONSO ALVAREZ FUENTES,GENCIS YOHANA SOLÍS ORTIZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA SUR,22141246,
00-12-0161-46,01-211,GUATEMALA,ZONA 12,INSTITUTO TECNICO VOCACIONAL PRIVADO EMILIANI,31 CALLE 20-47 COLONIA SANTA ELISA,ADRIANA FABIOLA BOLAÑOS ESTRADA,CLAUDIA JOHANA GARCÍA AGUILAR,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR,22967684,
00-12-0164-46,01-210,GUATEMALA,ZONA 12,LICEO NAZARENO,43A. CALLE 19-35 COLONIA LA COLINA,DINIZ ORALIA MORALES MUÑOZ,FRANCISCO REVOLORIO LÓPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,VIRTUAL A DISTANCIA,GUATEMALA SUR,41719605,
00-12-0165-46,01-641,GUATEMALA,ZONA 12,LICEO NAZARENO,43A. CALLE 19-35 COLONIA LA COLINA,MILTON ALONSO ALVAREZ FUENTES,FRANCISCO REVOLORIO LOPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,VIRTUAL A DISTANCIA,GUATEMALA SUR,41719605,
00-12-0166-46,01-210,GUATEMALA,ZONA 12,LICEO NAZARENO,43A. CALLE 19-35 COLONIA LA COLINA,DINIZ ORALIA MORALES MUÑOZ,FRANCISCO REVOLORIO LOPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,VIRTUAL A DISTANCIA,GUATEMALA SUR,41719605,
00-12-0167-46,01-641,GUATEMALA,ZONA 12,COLEGIO MIXTO VALLE REAL,11A. AVENIDA 30-63 COLONIA SANTA ROSA II,MILTON ALONSO ALVAREZ FUENTES,GLADYS GENOVEVA TEJEDA SOLARES DE RODAS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA SUR,24422030,
00-12-0906-46,01-210,GUATEMALA,ZONA 12,INSTITUTO TECNICO DIVERSIFICADO DE BACHILLERATO EN CONSTRUCCION,AVE. PETAPA Y 32 CALLE,DINIZ ORALIA MORALES MUÑOZ,LUIS ALBERTO REYES AGUILAR,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR,24765745,
00-12-0907-46,01-211,GUATEMALA,ZONA 12,COLEGIO MIXTO CIENCIA Y ARTE,8A CALLE 16-30,ADRIANA FABIOLA BOLAÑOS ESTRADA,ROSIDALIA MARMITA OROZCO OROZCO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR,24755456,
00-12-0911-46,01-211,GUATEMALA,ZONA 12,COLEGIO MIXTO CIENCIA Y ARTE,8A CALLE 16-30 ZONA 12,ADRIANA FABIOLA BOLAÑOS ESTRADA,ROSIDALIA MARMITA OROZCO OROZCO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR,24755456,
00-12-2542-46,01-210,GUATEMALA,ZONA 12,COLEGIO DE INFORMATICA IMB-PC NO 2,AVENIDA PETAPA 30-64,DINIZ ORALIA MORALES MUÑOZ,BRENDA FELICITA BOBADILLA ROCA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR,23043211,
00-12-3018-46,01-210,GUATEMALA,ZONA 12,LICEO JOSE FRANCISCO BARRUNDIA,"CALLE CORONA, LOTE 109 MANZANA 29, CIUDAD REAL I,",DINIZ ORALIA MORALES MUÑOZ,JOSE STUARDO ALONZO PACHECO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR,56422378,
00-12-4307-46,01-211,GUATEMALA,ZONA 12,INSTITUTO TECNICO VOCACIONAL PRIVADO EMILIANI,31 CALLE 20-47,ADRIANA FABIOLA BOLAÑOS ESTRADA,CLAUDIA JOHANA GARCÍA AGUILAR,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA SUR,24762014,
00-12-4626-46,01-210,GUATEMALA,ZONA 12,LICEO MIXTO CRISTIANO PIAGET.,2 AVE 4-60 CIUDAD REAL I,DINIZ ORALIA MORALES MUÑOZ,SILVIA ELIZABETH FLORES HERNÁNDEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR,42190100,
00-12-6939-46,01-210,GUATEMALA,ZONA 12,COLEGIO NUESTRA SENORA DE LOS ANGELES (SANTA ELISA),48 CALLE 17-60,DINIZ ORALIA MORALES MUÑOZ,EDITH DEL CARMEN OLIVA FLORES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR,24761428,
00-12-7313-46,01-210,GUATEMALA,ZONA 12,LICEO NAZARENO,"43 CALLE 19-35, COLONIA LA COLINA",DINIZ ORALIA MORALES MUÑOZ,FRANCISCO REVOLORIO LÓPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR,41719605,
00-12-7537-46,01-210,GUATEMALA,ZONA 12,COLEGIO PANAMERICANO NO.3,45 CALLE 19-02 ZONA 12 GUATEMALA,DINIZ ORALIA MORALES MUÑOZ,LUISA FERNANDA FAJARDO MARMOL,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR,24762707,
00-12-8115-46,01-207,GUATEMALA,ZONA 12,COLEGIO EN COMPUTACION VILLALOBOS,3A. AVENIDA 24-12 VILLA LOBOS I,ELOÍSA MERCEDES GÓMEZ OROZCO DE FUENTES,-----,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR,54132908,
00-12-8349-46,01-211,GUATEMALA,ZONA 12,COLEGIO MIXTO VALLE REAL,"11A. AVENIDA 30-63, ZONA 12, SANTA ROSA II",ADRIANA FABIOLA BOLAÑOS ESTRADA,GLADYS GENOVEVA TEJEDA SOLARES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR,24422030,
00-12-8422-46,01-641,GUATEMALA,ZONA 12,COLEGIO DE INFORMATICA IMB-PC NO. 2,AVENIDA PETAPA 30-64,MILTON ALONSO ALVAREZ FUENTES,BRENDA FELICITA BOBADILLA ROCA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA SUR,23043211,
00-12-8474-46,01-207,GUATEMALA,ZONA 12,COLEGIO MIXTO SANTA ELISA,3A. AV. 25-37 COLONIA VILLALOBOS I,ELOÍSA MERCEDES GÓMEZ OROZCO DE FUENTES,LILIAM ELIZABETH LARIOS TOVAR,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR,24771489,
00-12-8819-46,01-211,GUATEMALA,ZONA 12,LICEO CANADIENSE SUR,CALZADA AGUILAR BATRES 30-67,ADRIANA FABIOLA BOLAÑOS ESTRADA,MARLON ANTONIO SOLARES SÁNCHEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR,23750057,
00-12-8821-46,01-211,GUATEMALA,ZONA 12,LICEO CANADIENSE SUR,CALZADA AGUILAR BATRES 30-67,ADRIANA FABIOLA BOLAÑOS ESTRADA,ALICIA NOEMY GÁLVEZ JIMÉNEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR,23750065,
00-12-8824-46,01-641,GUATEMALA,ZONA 12,LICEO CANADIENSE SUR,CALZADA AGUILAR BATRES 30-67,MILTON ALONSO ALVAREZ FUENTES,ALICIA NOEMY GÁLVEZ JIMÉNEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA SUR,23750065,
00-12-8825-46,01-641,GUATEMALA,ZONA 12,LICEO CANADIENSE SUR,CALZADA AGUILAR BATRES 30-67,MILTON ALONSO ALVAREZ FUENTES,MARLON ANTONIO SOLARES SÁNCHEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA SUR,23750057,
00-12-9003-46,01-211,GUATEMALA,ZONA 12,COLEGIO BILINGUE DE COMPUTACION C.B.C. EL CARMEN,31 CALLE 0-52 COLONIA EL CARMEN,ADRIANA FABIOLA BOLAÑOS ESTRADA,GLENNDA IVONNE ESCOBAR MORALES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR,24762418,
00-12-9004-46,01-211,GUATEMALA,ZONA 12,COLEGIO BILINGUE DE COMPUTACION C.B.C EL CARMEN,"31 CALLE 00-52, COLONIA EL CARMEN",ADRIANA FABIOLA BOLAÑOS ESTRADA,GLENNDA IVONNE ESCOBAR MORALES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR,24762418,
00-12-9006-46,01-641,GUATEMALA,ZONA 12,COLEGIO BILINGUE DE COMPUTACION C.B.C. EL CARMEN,"31 CALLE 00-52, COLONIA EL CARMEN",MILTON ALONSO ALVAREZ FUENTES,GLENNDA IVONNE ESCOBAR MORALES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA SUR,24762418,
00-12-9149-46,01-411,GUATEMALA,ZONA 12,INSTITUTO DE EDUCACION A DISTANCIA LA ESCUELA EN SU CASA,"21A. AVENIDA. 33-58, COLONIA SANTA ELISA ZONA 12",JUAN ENRIQUE MARTINEZ SOLANO,ISABEL CRISTINA BALCAZAR VÁSQUEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA SUR,23873100,
00-12-9554-46,01-210,GUATEMALA,ZONA 12,COLEGIO MIXTO CRISTIANO JOSUE,3A. AVENIDA 0-99 CIUDAD REAL,DINIZ ORALIA MORALES MUÑOZ,ALEXIA MEROISA RAMIREZ JUAREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR,24494835,
00-12-9653-46,01-210,GUATEMALA,ZONA 12,COLEGIO MONTESQUIEU,17 AVENIDA 52-54,DINIZ ORALIA MORALES MUÑOZ,YOLANDA NOEMI BELTRAN CANTE,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR,45115040,
00-12-9753-46,01-210,GUATEMALA,ZONA 12,COLEGIO IMB-PC,CALZADA AGUILAR BATRES 29-41 Y 1A. AVENIDA 29-26 COLONIA EL CARMEN,DINIZ ORALIA MORALES MUÑOZ,JOSELIN CRISTINA MEJIA GONZÁLEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR,23045800,
00-12-9758-46,01-641,GUATEMALA,ZONA 12,COLEGIO IMB-PC,CALZADA AGUILAR BATRES 29-41 Y 1A. AVENIDA 29-26 COLONIA EL CARMEN,MILTON ALONSO ALVAREZ FUENTES,JOSELIN CRISTINA MEJIA GONZÁLEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA SUR,23045800,
00-12-9762-46,01-641,GUATEMALA,ZONA 12,COLEGIO PANAMERICANO NO. 3,45 CALLE 19-05 ZONA 12 GUATEMALA,MILTON ALONSO ALVAREZ FUENTES,LUISA FERNANDA FAJARDO MARMOL,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA SUR,24420778,
00-12-9763-46,01-641,GUATEMALA,ZONA 12,COLEGIO PANAMERICANO NO. 3,45 CALLE 19-05 ZONA 12 GUATEMALA,MILTON ALONSO ALVAREZ FUENTES,LUISA FERNANDA FAJARDO MARMOL,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA SUR,24762707,
00-13-0005-46,01-501,GUATEMALA,ZONA 13,COLEGIO MONARCH GUATEMALA,15 AVENIDA 12-61,JULIO JACOBO GIL URBINA,MAYRA FABIOLA GARCÍA CHÁVEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,23339607,
00-13-0008-46,01-504,GUATEMALA,ZONA 13,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,5A. CALLE 8-06,DAVID SOTOJ SANCHEZ,MARCO ANTONIO TEPÁZ YUMÁN,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,24720491,
00-13-0016-46,01-501,GUATEMALA,ZONA 13,INSTITUTO ADOLFO V. HALL CENTRAL,7A. AVENIDA FINCA LA AURORA,JULIO JACOBO GIL URBINA,ARAM ALBERT JORDÁN SANDOVAL,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,24191300,
00-13-0018-46,01-501,GUATEMALA,ZONA 13,CENTRO EDUCATIVO MARANATHA,3A. AVENIDA 10-94,JULIO JACOBO GIL URBINA,DAVID MACABEO SILVA JIMÉNEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,24741741,
00-13-0036-46,01-501,GUATEMALA,ZONA 13,ESCUELA TECNICA DE HOTELERIA Y HOGAR ZUNIL NO. 2,23 CALLE 15-25,JULIO JACOBO GIL URBINA,ALMA DADIANY URETA VALDEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA ORIENTE,23311868,
00-13-0040-46,01-501,GUATEMALA,ZONA 13,COLEGIO THE ORCHARD CARE LA PAZ,23 CALLE 15-45,JULIO JACOBO GIL URBINA,DIANA LUCÍA VENDRELL VILLAVICENCIO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,23609560,
00-13-0043-46,01-501,GUATEMALA,ZONA 13,ESCUELA NORMAL PARA MAESTRAS DE EDUCACION PARA EL HOGAR MARION G. BOCK,5A. CALLE 6-12,JULIO JACOBO GIL URBINA,EDGAR AUGUSTO REYES LOPEZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,36251714,
00-13-0047-46,01-637,GUATEMALA,ZONA 13,"PROGRAMA NACIONAL DE EDUCACION ALTERNATIVA, PRONEA",6A. AVENIDA 0-20 ZONA 13. GUATEMALA,JOSUE VINICIO ROMERO REYES,ESMERALDA HERNANDEZ GUEVARA DE CABRERA,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,A DISTANCIA,GUATEMALA ORIENTE,22999696,
00-13-0050-46,01-501,GUATEMALA,ZONA 13,COLEGIO THE ORCHARD CARE LA PAZ,23 CALLE 15-45 ZONA 13 GUATEMALA,JULIO JACOBO GIL URBINA,RODOLFO GERARDO FONSECA SARMIENTO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,A DISTANCIA,GUATEMALA ORIENTE,23609560,
00-13-0051-46,01-637,GUATEMALA,ZONA 13,CENTRO DE EDUCACION EXTRAESCOLAR -CEEX - DEPARTAMENTAL,6A. AVENIDA 0-20 ZONA 13 GUATEMALA,JOSUE VINICIO ROMERO REYES,MELANIE ZULIETH DEL ROSARIO SIÁN SOLÍS,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,SEMIPRESENCIAL,GUATEMALA ORIENTE,22999595,
00-13-0058-46,01-405,GUATEMALA,ZONA 13,INSTITUTO EVANGELICO AMERICA LATINA,3A. AVENIDA 1-44,BLANCA SARAI GUTIERREZ PINEDA,NANCY AYDELI SABAN CORTEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA ORIENTE,36356887,
00-13-0063-46,01-405,GUATEMALA,ZONA 13,COLEGIO THE ORCHARD CARE LA PAZ,23 CALLE 15-45,BLANCA SARAI GUTIERREZ PINEDA,RODOLFO GERARDO FONSECA SARMIENTO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,A DISTANCIA,GUATEMALA ORIENTE,23609560,
00-13-0066-46,01-405,GUATEMALA,ZONA 13,"ESCUELA TECNICA MILITAR DE AVIACION, PROGRAMA EDUCATIVO INTEGRADO DEL SOLDADO -PEISOL-, DE LA FUERZA AEREA GUATEMALTECA",AVENIDA HINCAPIE 21-14,BLANCA SARAI GUTIERREZ PINEDA,JOSÉ MANUEL MÉNDEZ MORALES,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,56928291,
00-13-0070-46,01-501,GUATEMALA,ZONA 13,HOMESCHOOL AT MY TIME,"AVENIDA LAS AMERICAS 8-42 EDIFICIO AMÉRICAS 10, NIVEL 11, OFICINA 1105",JULIO JACOBO GIL URBINA,GLADYS NOEMI PINEDA CABRERA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,VIRTUAL A DISTANCIA,GUATEMALA ORIENTE,52100571,
00-13-0074-46,01-501,GUATEMALA,ZONA 13,INSTITUTO EVANGELICO AMERICA LATINA,01 CALLE 03-02 PAMPLONA,JULIO JACOBO GIL URBINA,NANCY AYDELI SABAN CORTEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,VIRTUAL A DISTANCIA,GUATEMALA ORIENTE,24279400,
00-13-0078-46,01-501,GUATEMALA,ZONA 13,INSTITUTO EVANGELICO AMERICA LATINA,01 CALLE 03-02 PAMPLONA,JULIO JACOBO GIL URBINA,NANCY AYDELI SABAN CORTEZ DE MUÑOZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,VIRTUAL A DISTANCIA,GUATEMALA ORIENTE,24279400,
00-13-0080-46,01-501,GUATEMALA,ZONA 13,LICEO CRISTIANO ELOHIM,"13 AVENIDA ""A"" 26-64",JULIO JACOBO GIL URBINA,ROCIO BERENICE VELIZ GILROY,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,58551762,
